Time [ms],Ox High (FLowmeter),Ox Low (Flowmeter),Eth High (Flowmeter),Eth Low (Flowmeter),Eth Chamber Pres.,Ox Chamber Pres.,Chamber Pres.,Load Cell,Thermocouple [C]
35212,5.09,17.12,-46.28,-49.15,5.26,2.23,5.26,0,33.5
35313,12.26,13.51,-46.28,-45.73,2.23,-0.79,5.26,0,33.5
35415,12.26,17.12,-42.91,-45.73,2.23,5.26,5.26,21.69,33.5
35515,12.26,17.12,-42.91,-45.73,2.23,2.23,5.26,0,33.5
35616,12.26,17.12,-46.28,-45.73,-0.79,2.23,5.26,0,33.5
35717,12.26,17.12,-46.28,-49.15,2.23,11.3,5.26,0,33.5
35818,8.67,17.12,-46.28,-45.73,2.23,-0.79,5.26,0,33.5
35919,12.26,17.12,-46.28,-45.73,-0.79,2.23,8.28,0,33.5
36020,12.26,17.12,-46.28,-45.73,2.23,2.23,5.26,0,33.5
36121,15.84,17.12,-46.28,-45.73,2.23,5.26,5.26,0,33.5
36222,12.26,17.12,-46.28,-45.73,-0.79,5.26,8.28,0,33.5
36323,15.84,17.12,-42.91,-45.73,-0.79,2.23,5.26,0,33.5
36424,12.26,17.12,-42.91,-45.73,2.23,2.23,5.26,0,33.5
36525,12.26,20.73,-46.28,-45.73,-0.79,2.23,5.26,0,33.5
36626,12.26,17.12,-46.28,-45.73,-0.79,2.23,5.26,0,33.5
36727,12.26,20.73,-46.28,-45.73,-0.79,2.23,8.28,0,33.5
36828,8.67,17.12,-46.28,-45.73,5.26,5.26,5.26,0,33.5
36929,12.26,17.12,-46.28,-45.73,5.26,2.23,5.26,0,33.5
37030,8.67,17.12,-42.91,-45.73,2.23,2.23,8.28,0,33.5
37131,8.67,17.12,-46.28,-45.73,2.23,2.23,5.26,0,33.5
37232,12.26,17.12,-42.91,-45.73,-0.79,5.26,5.26,0,33.5
37333,12.26,20.73,-42.91,-45.73,-3.81,2.23,5.26,0,33.5
37434,12.26,17.12,-46.28,-45.73,-0.79,2.23,2.23,0,33.5
37535,12.26,17.12,-46.28,-45.73,-0.79,2.23,5.26,0,33.5
37636,8.67,20.73,-46.28,-45.73,-0.79,-0.79,5.26,0,33.5
37737,8.67,17.12,-46.28,-45.73,2.23,5.26,8.28,22.09,33.5
37838,8.67,17.12,-46.28,-45.73,-0.79,5.26,5.26,0,33.5
37939,12.26,17.12,-46.28,-45.73,2.23,2.23,2.23,0,33.5
38040,8.67,17.12,-46.28,-45.73,-0.79,2.23,5.26,0,33.5
38141,15.84,20.73,-46.28,-45.73,-0.79,5.26,5.26,0,33.5
38242,8.67,17.12,-46.28,-45.73,-3.81,5.26,14.33,0,33.5
38343,12.26,17.12,-46.28,-42.32,2.23,5.26,5.26,0,33.5
38445,12.26,17.12,-46.28,-45.73,-0.79,2.23,5.26,0,33.5
38545,12.26,17.12,-46.28,-45.73,2.23,2.23,5.26,0,33.5
38646,15.84,17.12,-46.28,-45.73,-0.79,2.23,5.26,0,33.5
38747,12.26,17.12,-46.28,-45.73,2.23,5.26,5.26,0,33.5
38848,12.26,17.12,-42.91,-45.73,-0.79,5.26,8.28,0,33.5
38949,12.26,17.12,-42.91,-45.73,2.23,5.26,5.26,0,33.5
39050,8.67,17.12,-46.28,-45.73,2.23,2.23,8.28,0,33.5
39151,12.26,17.12,-46.28,-49.15,-3.81,5.26,5.26,0,33.5
39252,8.67,17.12,-39.53,-45.73,-0.79,2.23,5.26,0,33.5
39353,12.26,17.12,-46.28,-45.73,2.23,2.23,5.26,0,33.5
39455,12.26,17.12,-46.28,-49.15,2.23,2.23,5.26,0,33.5
39555,8.67,17.12,-46.28,-45.73,2.23,5.26,2.23,0,33.5
39656,12.26,17.12,-46.28,-49.15,2.23,5.26,8.28,0,33.5
39757,8.67,17.12,-42.91,-45.73,2.23,5.26,8.28,0,33.5
39858,12.26,17.12,-42.91,-45.73,5.26,2.23,8.28,0,33.5
39960,8.67,17.12,-46.28,-49.15,2.23,5.26,5.26,0,33.5
40061,12.26,17.12,-46.28,-42.32,-0.79,2.23,5.26,0,33.5
40161,12.26,17.12,-42.91,-45.73,2.23,5.26,14.33,0,33.5
40262,12.26,17.12,-46.28,-49.15,-0.79,5.26,5.26,0,33.5
40363,12.26,17.12,-42.91,-45.73,-0.79,5.26,5.26,0,33.5
40464,8.67,17.12,-42.91,-45.73,-0.79,2.23,5.26,0,33.5
40566,8.67,17.12,-46.28,-45.73,2.23,2.23,2.23,0,33.5
40666,12.26,17.12,-42.91,-45.73,-0.79,2.23,5.26,0,33.5
40767,15.84,17.12,-46.28,-42.32,2.23,5.26,5.26,0,33.5
40868,12.26,17.12,-42.91,-45.73,-0.79,2.23,5.26,0,33.5
40969,8.67,17.12,-42.91,-45.73,-0.79,2.23,5.26,0,33.5
41071,12.26,17.12,-42.91,-45.73,2.23,8.28,5.26,0,33.5
41171,8.67,17.12,-46.28,-42.32,2.23,8.28,5.26,0,33.5
41272,12.26,20.73,-46.28,-45.73,2.23,5.26,2.23,0,33.5
41373,12.26,20.73,-46.28,-45.73,2.23,2.23,5.26,0,33.5
41475,12.26,17.12,-42.91,-45.73,2.23,2.23,11.3,0,33.75
41575,12.26,17.12,-46.28,-49.15,5.26,-0.79,5.26,0,33.75
41676,15.84,17.12,-46.28,-45.73,-0.79,5.26,5.26,0,33.5
41778,15.84,17.12,-46.28,-45.73,2.23,2.23,5.26,0,33.75
41878,12.26,17.12,-42.91,-45.73,-0.79,5.26,5.26,0,33.75
41979,12.26,17.12,-42.91,-45.73,2.23,-0.79,5.26,0,33.5
42080,12.26,17.12,-46.28,-45.73,2.23,5.26,5.26,0,33.75
42181,8.67,17.12,-46.28,-45.73,2.23,2.23,5.26,0,33.75
42282,12.26,17.12,-46.28,-45.73,2.23,2.23,5.26,0,33.75
42383,8.67,17.12,-46.28,-45.73,2.23,5.26,5.26,0,33.5
42484,8.67,17.12,-42.91,-45.73,2.23,5.26,5.26,0,33.5
42585,15.84,17.12,-42.91,-45.73,2.23,2.23,5.26,0,33.5
42686,8.67,17.12,-46.28,-45.73,-0.79,2.23,5.26,0,33.75
42788,12.26,17.12,-46.28,-45.73,2.23,8.28,5.26,0,33.5
42888,15.84,17.12,-46.28,-45.73,2.23,2.23,5.26,0,33.75
42989,8.67,17.12,-46.28,-49.15,2.23,2.23,5.26,0,33.75
43091,8.67,20.73,-42.91,-45.73,2.23,2.23,2.23,0,33.75
43192,8.67,17.12,-46.28,-45.73,2.23,2.23,5.26,0,33.75
43292,12.26,17.12,-42.91,-45.73,-0.79,2.23,8.28,0,33.75
43393,8.67,13.51,-46.28,-45.73,-0.79,-6.84,5.26,0,33.5
43494,15.84,17.12,-46.28,-45.73,2.23,2.23,5.26,0,33.5
43595,12.26,17.12,-46.28,-45.73,2.23,2.23,2.23,0,33.75
43697,12.26,17.12,-46.28,-45.73,-0.79,2.23,5.26,0,33.75
43797,8.67,17.12,-46.28,-45.73,2.23,2.23,5.26,22.09,33.75
43899,12.26,17.12,-46.28,-45.73,2.23,2.23,5.26,0,33.75
43999,12.26,20.73,-46.28,-45.73,-0.79,5.26,2.23,0,33.75
44100,12.26,17.12,-46.28,-45.73,-0.79,2.23,5.26,0,33.75
44201,12.26,17.12,-46.28,-45.73,2.23,2.23,2.23,0,33.75
44302,12.26,17.12,-46.28,-45.73,2.23,2.23,2.23,0,33.75
44403,12.26,17.12,-46.28,-45.73,2.23,2.23,5.26,0,33.75
44504,12.26,17.12,-46.28,-45.73,-0.79,2.23,-18.93,0,33.5
44605,8.67,17.12,-42.91,-45.73,-0.79,2.23,2.23,0,33.75
44707,12.26,17.12,-46.28,-45.73,-0.79,2.23,5.26,0,33.75
44807,12.26,17.12,-46.28,-45.73,2.23,2.23,5.26,0,33.5
44908,12.26,17.12,-46.28,-45.73,-0.79,5.26,2.23,0,33.75
45009,12.26,17.12,-49.66,-45.73,-0.79,8.28,11.3,0,33.5
45111,8.67,17.12,-42.91,-49.15,-6.84,-9.86,5.26,0,33.75
45211,12.26,20.73,-42.91,-45.73,2.23,2.23,5.26,0,33.75
45312,12.26,17.12,-46.28,-45.73,5.26,-0.79,5.26,0,33.75
45413,12.26,17.12,-46.28,-45.73,2.23,2.23,5.26,0,33.5
45514,12.26,17.12,-46.28,-45.73,2.23,2.23,8.28,0,33.75
45615,12.26,17.12,-46.28,-45.73,2.23,5.26,2.23,0,33.75
45716,12.26,17.12,-46.28,-45.73,5.26,2.23,2.23,0,33.5
45817,12.26,17.12,-42.91,-45.73,-0.79,2.23,2.23,0,33.75
45918,8.67,17.12,-42.91,-45.73,2.23,5.26,5.26,0,33.5
46019,12.26,17.12,-42.91,-42.32,2.23,2.23,5.26,0,33.75
46121,8.67,17.12,-46.28,-45.73,-0.79,2.23,5.26,0,33.75
46221,8.67,17.12,-46.28,-45.73,5.26,2.23,5.26,0,33.75
46323,12.26,13.51,-46.28,-45.73,2.23,2.23,2.23,0,33.5
46424,8.67,20.73,-42.91,-45.73,-0.79,17.35,8.28,0,33.75
46524,12.26,17.12,-46.28,-45.73,-0.79,2.23,2.23,0,33.75
46626,8.67,17.12,-42.91,-45.73,-0.79,5.26,5.26,0,33.75
46727,8.67,17.12,-46.28,-45.73,5.26,2.23,5.26,0,33.5
46827,8.67,17.12,-46.28,-45.73,2.23,2.23,5.26,0,33.5
46928,12.26,20.73,-42.91,-45.73,-0.79,-0.79,5.26,0,33.75
47029,12.26,17.12,-46.28,-45.73,-0.79,2.23,8.28,0,33.75
47130,12.26,17.12,-42.91,-45.73,-0.79,-9.86,5.26,0,33.75
47232,12.26,17.12,-42.91,-45.73,2.23,-0.79,5.26,0,33.75
47332,8.67,17.12,-46.28,-45.73,-3.81,2.23,5.26,0,33.75
47433,15.84,17.12,-46.28,-45.73,-0.79,5.26,5.26,0,33.5
47534,12.26,17.12,-46.28,-45.73,2.23,2.23,5.26,0,33.5
47635,12.26,17.12,-46.28,-49.15,2.23,2.23,5.26,0,33.5
47736,8.67,17.12,-46.28,-45.73,2.23,2.23,2.23,0,33.5
47838,15.84,17.12,-46.28,-45.73,-0.79,-0.79,5.26,0,33.5
47938,12.26,17.12,-46.28,-49.15,2.23,2.23,8.28,0,33.5
48039,12.26,17.12,-46.28,-45.73,2.23,5.26,-0.79,0,33.5
48140,8.67,20.73,-46.28,-45.73,-0.79,2.23,2.23,0,33.5
48241,15.84,20.73,-46.28,-45.73,2.23,5.26,5.26,0,33.5
48342,12.26,20.73,-46.28,-45.73,-0.79,2.23,2.23,0,33.75
48443,12.26,20.73,-42.91,-45.73,-0.79,5.26,5.26,0,33.75
48544,12.26,20.73,-42.91,-49.15,-0.79,2.23,5.26,0,33.75
48646,8.67,17.12,-42.91,-45.73,-0.79,5.26,5.26,0,33.5
48746,12.26,20.73,-42.91,-45.73,2.23,5.26,5.26,0,33.5
48847,12.26,17.12,-46.28,-45.73,-0.79,-0.79,5.26,0,33.75
48948,8.67,17.12,-39.53,-49.15,2.23,14.33,5.26,0,33.75
49049,8.67,20.73,-42.91,-45.73,2.23,2.23,5.26,0,33.75
49150,12.26,20.73,-46.28,-45.73,2.23,5.26,11.3,0,33.5
49251,12.26,17.12,-46.28,-45.73,8.28,5.26,5.26,0,33.5
49352,8.67,17.12,-46.28,-45.73,5.26,5.26,2.23,0,33.5
49454,12.26,17.12,-46.28,-45.73,-0.79,2.23,5.26,0,33.5
49555,12.26,20.73,-42.91,-45.73,2.23,-0.79,5.26,0,33.5
49655,8.67,17.12,-46.28,-45.73,-0.79,-0.79,5.26,0,33.5
49756,12.26,20.73,-42.91,-45.73,-3.81,5.26,5.26,0,33.75
49857,12.26,17.12,-42.91,-45.73,-0.79,2.23,5.26,0,33.5
49959,8.67,17.12,-46.28,-49.15,2.23,5.26,5.26,0,33.5
50059,12.26,17.12,-46.28,-49.15,-0.79,2.23,5.26,0,33.5
50160,8.67,17.12,-46.28,-45.73,-0.79,2.23,5.26,0,33.75
50262,12.26,17.12,-46.28,-45.73,2.23,2.23,8.28,0,33.5
50362,12.26,20.73,-46.28,-45.73,-0.79,5.26,5.26,0,33.75
50464,12.26,17.12,-46.28,-49.15,2.23,2.23,8.28,0,33.5
50564,8.67,17.12,-46.28,-45.73,-0.79,2.23,5.26,0,33.75
50665,12.26,17.12,-46.28,-45.73,-0.79,5.26,5.26,0,33.5
50766,12.26,17.12,-46.28,-45.73,2.23,2.23,5.26,0,33.5
50867,12.26,17.12,-46.28,-45.73,2.23,8.28,5.26,0,33.5
50968,8.67,17.12,-46.28,-45.73,-0.79,5.26,5.26,0,33.5
51069,12.26,17.12,-46.28,-45.73,2.23,14.33,5.26,0,33.5
51170,15.84,20.73,-46.28,-45.73,-0.79,2.23,5.26,0,33.75
51272,8.67,20.73,-46.28,-49.15,2.23,2.23,2.23,0,33.5
51372,8.67,17.12,-42.91,-45.73,-18.93,2.23,5.26,0,33.5
51473,12.26,17.12,-46.28,-42.32,2.23,5.26,8.28,0,33.5
51575,12.26,17.12,-46.28,-45.73,2.23,-0.79,2.23,0,33.5
51675,8.67,17.12,-42.91,-49.15,-0.79,2.23,8.28,0,33.5
51776,12.26,17.12,-46.28,-45.73,-0.79,2.23,5.26,0,33.5
51877,12.26,17.12,-46.28,-45.73,-0.79,5.26,5.26,0,33.5
51978,15.84,20.73,-46.28,-45.73,-0.79,5.26,5.26,0,33.5
52080,12.26,17.12,-46.28,-49.15,2.23,5.26,5.26,0,33.5
52180,12.26,17.12,-46.28,-45.73,2.23,5.26,5.26,0,33.5
52281,8.67,17.12,-46.28,-45.73,-0.79,5.26,5.26,0,33.5
52382,12.26,20.73,-46.28,-45.73,-0.79,5.26,5.26,0,33.5
52483,12.26,20.73,-46.28,-45.73,2.23,2.23,5.26,0,33.5
52584,12.26,17.12,-46.28,-49.15,-0.79,2.23,5.26,0,33.5
52685,12.26,20.73,-46.28,-45.73,-3.81,2.23,5.26,0,33.5
52786,12.26,17.12,-46.28,-45.73,-0.79,5.26,8.28,0,33.5
52888,12.26,17.12,-46.28,-49.15,-0.79,5.26,5.26,0,33.5
52988,12.26,17.12,-42.91,-49.15,-0.79,2.23,5.26,0,33.5
53089,12.26,17.12,-42.91,-42.32,2.23,-0.79,5.26,0,33.5
53190,12.26,17.12,-42.91,-45.73,2.23,11.3,5.26,0,33.5
53291,12.26,17.12,-46.28,-45.73,-0.79,2.23,-31.02,0,33.5
53392,8.67,17.12,-46.28,-45.73,-0.79,2.23,5.26,0,33.5
53493,12.26,20.73,-46.28,-45.73,2.23,2.23,5.26,0,33.5
53594,12.26,13.51,-46.28,-45.73,-0.79,2.23,8.28,0,33.5
53695,12.26,17.12,-46.28,-45.73,-0.79,2.23,5.26,0,33.5
53796,8.67,17.12,-46.28,-45.73,2.23,2.23,2.23,0,33.5
53897,12.26,20.73,-46.28,-45.73,5.26,5.26,5.26,0,33.5
53998,12.26,17.12,-46.28,-49.15,-0.79,2.23,5.26,0,33.5
54099,12.26,17.12,-46.28,-45.73,2.23,2.23,5.26,0,33.5
54200,12.26,17.12,-46.28,-45.73,2.23,2.23,5.26,0,33.5
54301,12.26,17.12,-39.53,-45.73,2.23,2.23,2.23,0,33.75
54402,12.26,20.73,-46.28,-45.73,5.26,2.23,2.23,0,33.5
54503,12.26,17.12,-42.91,-45.73,-0.79,-0.79,5.26,0,33.5
54604,8.67,17.12,-46.28,-45.73,8.28,2.23,5.26,0,33.5
54706,12.26,17.12,-46.28,-45.73,5.26,2.23,5.26,0,33.5
54806,12.26,17.12,-39.53,-45.73,-0.79,2.23,5.26,0,33.5
54908,12.26,17.12,-42.91,-45.73,2.23,5.26,5.26,0,33.5
55008,12.26,17.12,-46.28,-45.73,-0.79,2.23,5.26,0,33.5
55109,12.26,17.12,-46.28,-45.73,-0.79,5.26,5.26,0,33.5
55210,15.84,20.73,-42.91,-45.73,2.23,5.26,8.28,0,33.5
55311,8.67,20.73,-46.28,-45.73,2.23,5.26,5.26,0,33.5
55412,8.67,17.12,-42.91,-45.73,-0.79,5.26,5.26,0,33.5
55513,12.26,17.12,-46.28,-45.73,2.23,8.28,5.26,0,33.5
55614,12.26,17.12,-46.28,-45.73,-0.79,2.23,2.23,0,33.5
55715,12.26,17.12,-46.28,-45.73,2.23,2.23,8.28,0,33.5
55816,8.67,17.12,-46.28,-45.73,-0.79,5.26,5.26,0,33.5
55917,12.26,13.51,-42.91,-45.73,2.23,2.23,5.26,0,33.5
56018,15.84,17.12,-46.28,-45.73,2.23,2.23,5.26,0,33.5
56119,12.26,20.73,-46.28,-45.73,-0.79,2.23,8.28,0,33.5
56220,12.26,17.12,-42.91,-45.73,2.23,5.26,8.28,0,33.5
56321,12.26,13.51,-46.28,-49.15,2.23,5.26,2.23,0,33.5
56423,8.67,17.12,-46.28,-45.73,-0.79,2.23,8.28,0,33.5
56523,8.67,17.12,-42.91,-45.73,-0.79,-0.79,5.26,0,33.5
56624,8.67,17.12,-46.28,-45.73,2.23,8.28,5.26,0,33.5
56725,12.26,17.12,-46.28,-45.73,-0.79,2.23,5.26,0,33.5
56826,12.26,17.12,-46.28,-45.73,-0.79,2.23,5.26,0,33.5
56927,12.26,17.12,-46.28,-45.73,2.23,5.26,5.26,0,33.5
57028,8.67,17.12,-46.28,-45.73,-0.79,2.23,5.26,0,33.5
57129,12.26,17.12,-46.28,-45.73,2.23,-0.79,5.26,0,33.5
57231,8.67,17.12,-46.28,-45.73,2.23,5.26,5.26,0,33.5
57331,8.67,17.12,-46.28,-49.15,2.23,8.28,5.26,0,33.5
57432,8.67,17.12,-42.91,-45.73,-6.84,2.23,5.26,0,33.5
57533,8.67,17.12,-46.28,-42.32,2.23,2.23,5.26,0,33.5
57634,12.26,20.73,-46.28,-45.73,2.23,2.23,8.28,0,33.5
57736,8.67,17.12,-46.28,-45.73,-0.79,2.23,5.26,0,33.5
57836,12.26,17.12,-46.28,-45.73,-0.79,2.23,5.26,0,33.5
57937,15.84,17.12,-42.91,-45.73,2.23,2.23,2.23,0,33.5
58038,15.84,17.12,-46.28,-45.73,-0.79,2.23,8.28,0,33.5
58139,12.26,20.73,-46.28,-45.73,2.23,2.23,5.26,0,33.5
58240,8.67,20.73,-46.28,-45.73,5.26,8.28,5.26,0,33.25
58342,12.26,17.12,-46.28,-45.73,-0.79,5.26,5.26,0,33.25
58442,8.67,17.12,-42.91,-45.73,-0.79,2.23,5.26,0,33.5
58543,12.26,17.12,-42.91,-45.73,2.23,17.35,5.26,0,33.5
58644,12.26,17.12,-46.28,-45.73,-0.79,2.23,8.28,0,33.5
58745,12.26,17.12,-42.91,-45.73,-0.79,2.23,11.3,0,33.5
58846,12.26,17.12,-39.53,-45.73,-0.79,5.26,5.26,0,33.5
58947,12.26,17.12,-46.28,-45.73,-0.79,2.23,2.23,0,33.5
59048,12.26,17.12,-46.28,-49.15,2.23,5.26,8.28,0,33.5
59149,12.26,17.12,-46.28,-45.73,-3.81,2.23,2.23,0,33.5
59250,8.67,17.12,-46.28,-45.73,2.23,2.23,5.26,0,33.5
59351,12.26,17.12,-46.28,-45.73,-0.79,2.23,5.26,0,33.5
59452,8.67,17.12,-46.28,-45.73,-0.79,2.23,5.26,0,33.5
59554,8.67,17.12,-46.28,-45.73,-0.79,2.23,2.23,0,33.5
59654,12.26,17.12,-42.91,-45.73,2.23,-0.79,2.23,0,33.5
59755,12.26,17.12,-46.28,-45.73,2.23,2.23,2.23,0,33.5
59857,15.84,17.12,-46.28,-45.73,2.23,2.23,2.23,0,33.5
59957,12.26,20.73,-42.91,-45.73,2.23,2.23,5.26,0,33.5
60058,12.26,17.12,-46.28,-49.15,2.23,-0.79,5.26,0,33.5
60159,12.26,24.34,-42.91,-45.73,2.23,2.23,5.26,0,33.5
60261,8.67,17.12,-46.28,-45.73,2.23,2.23,8.28,0,33.5
60361,8.67,17.12,-46.28,-45.73,2.23,2.23,5.26,0,33.5
60462,12.26,17.12,-46.28,-45.73,2.23,5.26,8.28,0,33.5
60563,12.26,17.12,-42.91,-45.73,5.26,2.23,5.26,0,33.5
60664,8.67,20.73,-42.91,-45.73,2.23,2.23,5.26,0,33.5
60765,12.26,17.12,-46.28,-45.73,2.23,2.23,8.28,0,33.5
60866,12.26,20.73,-42.91,-45.73,5.26,2.23,5.26,0,33.5
60967,12.26,17.12,-46.28,-45.73,2.23,5.26,2.23,22.09,33.5
61068,8.67,17.12,-46.28,-45.73,-0.79,2.23,2.23,0,33.5
61169,12.26,17.12,-46.28,-45.73,-3.81,2.23,-15.91,0,33.5
61270,15.84,17.12,-46.28,-45.73,2.23,5.26,5.26,0,33.5
61372,12.26,17.12,-42.91,-45.73,-0.79,2.23,5.26,0,33.5
61472,8.67,20.73,-46.28,-45.73,-3.81,2.23,2.23,0,33.5
61574,12.26,17.12,-46.28,-45.73,14.33,2.23,5.26,0,33.5
61674,12.26,17.12,-46.28,-45.73,-0.79,2.23,8.28,0,33.5
61775,12.26,17.12,-46.28,-45.73,-0.79,2.23,8.28,0,33.5
61876,12.26,17.12,-46.28,-45.73,2.23,2.23,11.3,0,33.5
61977,12.26,17.12,-46.28,-45.73,2.23,5.26,2.23,0,33.5
62078,8.67,17.12,-46.28,-45.73,2.23,2.23,5.26,0,33.5
62179,12.26,17.12,-46.28,-45.73,2.23,2.23,5.26,0,33.5
62280,8.67,17.12,-46.28,-45.73,2.23,-0.79,5.26,0,33.5
62381,12.26,20.73,-46.28,-45.73,-0.79,5.26,5.26,0,33.5
62482,12.26,17.12,-42.91,-45.73,-0.79,-18.93,5.26,0,33.5
62583,12.26,17.12,-46.28,-45.73,-0.79,5.26,5.26,0,33.25
62684,8.67,17.12,-46.28,-45.73,-0.79,2.23,5.26,0,33.5
62785,12.26,17.12,-46.28,-45.73,-0.79,2.23,5.26,22.49,33.5
62887,8.67,17.12,-46.28,-45.73,2.23,5.26,2.23,0,33.5
62987,12.26,17.12,-46.28,-45.73,2.23,2.23,8.28,0,33.5
63088,12.26,20.73,-42.91,-45.73,2.23,2.23,5.26,0,33.5
63189,12.26,17.12,-46.28,-45.73,-0.79,2.23,5.26,0,33.5
63290,12.26,17.12,-46.28,-45.73,2.23,5.26,2.23,0,33.5
63391,8.67,17.12,-46.28,-45.73,2.23,-0.79,5.26,0,33.5
63492,12.26,17.12,-46.28,-45.73,2.23,2.23,5.26,0,33.5
63593,12.26,20.73,-46.28,-45.73,-0.79,2.23,2.23,0,33.5
63694,8.67,20.73,-46.28,-45.73,2.23,2.23,2.23,0,33.5
63796,12.26,17.12,-42.91,-45.73,2.23,2.23,5.26,0,33.5
63896,8.67,17.12,-42.91,-45.73,-0.79,2.23,5.26,0,33.5
63997,8.67,17.12,-46.28,-45.73,2.23,2.23,5.26,0,33.5
64098,5.09,17.12,-42.91,-45.73,2.23,5.26,2.23,0,33.5
64199,8.67,17.12,-46.28,-45.73,2.23,2.23,-0.79,0,33.5
64300,12.26,17.12,-46.28,-45.73,-0.79,-0.79,5.26,0,33.5
64401,12.26,17.12,-42.91,-45.73,2.23,2.23,5.26,0,33.5
64502,8.67,17.12,-46.28,-45.73,2.23,2.23,5.26,0,33.5
64604,8.67,17.12,-46.28,-49.15,2.23,5.26,5.26,0,33.5
64704,8.67,17.12,-46.28,-45.73,-0.79,2.23,5.26,0,33.5
64806,12.26,17.12,-46.28,-45.73,2.23,2.23,5.26,0,33.5
64906,12.26,17.12,-46.28,-49.15,2.23,2.23,5.26,0,33.5
65008,8.67,17.12,-46.28,-45.73,2.23,5.26,5.26,0,33.5
65108,8.67,20.73,-46.28,-49.15,-0.79,2.23,5.26,0,33.5
65209,12.26,20.73,-46.28,-45.73,2.23,2.23,5.26,0,33.5
65310,12.26,20.73,-46.28,-45.73,-0.79,2.23,11.3,0,33.5
65411,12.26,20.73,-46.28,-42.32,2.23,-0.79,5.26,0,33.5
65512,12.26,17.12,-46.28,-45.73,2.23,2.23,5.26,0,33.5
65614,8.67,17.12,-46.28,-49.15,-0.79,2.23,5.26,0,33.5
65714,12.26,17.12,-46.28,-45.73,-0.79,-0.79,2.23,0,33.5
65815,8.67,17.12,-46.28,-45.73,-0.79,5.26,5.26,0,33.5
65917,12.26,17.12,-46.28,-45.73,2.23,5.26,5.26,0,33.5
66017,12.26,17.12,-46.28,-42.32,-0.79,-0.79,8.28,0,33.5
66119,12.26,17.12,-42.91,-45.73,-0.79,-0.79,5.26,0,33.5
66219,12.26,17.12,-49.66,-45.73,2.23,5.26,5.26,0,33.5
66320,12.26,17.12,-46.28,-45.73,8.28,2.23,2.23,0,33.5
66422,12.26,20.73,-39.53,-45.73,2.23,17.35,5.26,0,33.5
66523,12.26,20.73,-36.15,-49.15,2.23,2.23,2.23,0,33.5
66623,12.26,20.73,-46.28,-45.73,-0.79,2.23,2.23,0,33.5
66724,12.26,17.12,-46.28,-45.73,-0.79,14.33,5.26,0,33.5
66825,8.67,17.12,-42.91,-49.15,-0.79,5.26,5.26,0,33.5
66926,12.26,17.12,-46.28,-45.73,2.23,-0.79,2.23,0,33.5
67027,12.26,17.12,-42.91,-45.73,2.23,5.26,5.26,0,33.5
67129,8.67,20.73,-46.28,-45.73,5.26,-0.79,5.26,0,33.5
67229,15.84,17.12,-46.28,-45.73,-0.79,2.23,5.26,0,33.5
67330,15.84,20.73,-42.91,-45.73,2.23,5.26,5.26,0,33.5
67431,12.26,17.12,-46.28,-45.73,2.23,-0.79,5.26,0,33.5
67532,12.26,20.73,-46.28,-45.73,-0.79,2.23,8.28,0,33.5
67633,12.26,20.73,-42.91,-45.73,2.23,5.26,5.26,0,33.5
67735,12.26,17.12,-46.28,-49.15,5.26,2.23,8.28,0,33.5
67835,12.26,17.12,-42.91,-45.73,-0.79,5.26,5.26,0,33.5
67937,12.26,17.12,-46.28,-45.73,-0.79,5.26,2.23,0,33.5
68037,12.26,17.12,-46.28,-45.73,2.23,2.23,5.26,0,33.5
68138,12.26,17.12,-46.28,-42.32,2.23,2.23,5.26,0,33.5
68239,12.26,17.12,-42.91,-45.73,2.23,2.23,5.26,0,33.5
68340,8.67,17.12,-46.28,-45.73,-0.79,5.26,5.26,0,33.5
68441,12.26,17.12,-46.28,-45.73,2.23,2.23,8.28,0,33.5
68542,12.26,17.12,-42.91,-45.73,2.23,-0.79,8.28,0,33.5
68644,12.26,17.12,-46.28,-45.73,-0.79,2.23,2.23,0,33.5
68745,8.67,17.12,-46.28,-45.73,2.23,2.23,5.26,0,33.5
68846,12.26,20.73,-46.28,-45.73,-0.79,5.26,8.28,0,33.5
68947,8.67,17.12,-46.28,-45.73,-0.79,2.23,5.26,0,33.5
69047,12.26,17.12,-46.28,-45.73,-0.79,2.23,8.28,0,33.5
69148,12.26,17.12,-46.28,-45.73,2.23,2.23,5.26,0,33.5
69249,12.26,17.12,-46.28,-49.15,2.23,2.23,5.26,0,33.5
69350,12.26,17.12,-46.28,-45.73,-0.79,5.26,5.26,0,33.5
69452,12.26,20.73,-46.28,-45.73,-0.79,2.23,8.28,0,33.5
69552,12.26,17.12,-46.28,-45.73,5.26,5.26,2.23,0,33.5
69654,8.67,17.12,-46.28,-45.73,-0.79,2.23,5.26,0,33.5
69754,12.26,17.12,-46.28,-45.73,-0.79,2.23,5.26,0,33.5
69856,12.26,17.12,-46.28,-45.73,2.23,-0.79,5.26,0,33.5
69956,12.26,20.73,-46.28,-45.73,-0.79,2.23,5.26,0,33.5
70058,8.67,17.12,-46.28,-45.73,5.26,2.23,2.23,21.29,33.5
70158,12.26,17.12,-42.91,-45.73,2.23,5.26,8.28,0,33.5
70260,12.26,17.12,-42.91,-45.73,-0.79,-0.79,5.26,0,33.5
70360,12.26,17.12,-46.28,-45.73,2.23,2.23,5.26,0,33.5
70461,8.67,20.73,-46.28,-45.73,2.23,2.23,14.33,0,33.5
